"facility_id","admin_area_1","admin_area_2","admin_area_3"
"IRwoZyGxAcK","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"isHKFLO4HHq","Zimbabwe Ministry of Health","me Mashonaland East Province","me Hwedza District"
"IsRIVwWXtQK","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"isvsqGt9AB6","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"It2lm60apdL","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"ITALdQQ48vE","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"ITAvaSWlCbj","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"iTfYEv5vhzX","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"itgAj8cPXsK","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"ITksWtZaDvn","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"Iu4JU5vvsTl","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"IUEcjWshRkE","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Centenary District"
"IV4p2J0Nryn","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"iVxtmaNOfJy","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"iwiIo0ksDLj","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"IWIPDQw196g","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"ixb5wH52mNJ","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"ixdjf7oLHyv","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"Ixfqop6Lj7J","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"ixGJW7QgEgd","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"IXHsmjCW0vy","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"IyEihJS1W2P","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"iyiMmbaIa08","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"IykD75wBnQh","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"iz9Nkk9ybjb","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"iZRMamLhmG5","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"izS8vU3Tbd0","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"iZV1m5CTk9y","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"IzyrISIu5GW","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Harare Central Hospitals"
"J0E3BXGimxB","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Emakhandeni District"
"j0FI6bcuGFL","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Nkayi District"
"J2tcZ8weE1X","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"J5NPtsVVU2T","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"j5PVcmFkFYe","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Insiza District"
"j6F1kG6g3f6","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Umzingwane District"
"J6htfyEOgkh","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"j6V403chZCy","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"J7MxHJHZ9bi","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"J9WafyyWlop","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"jAbqHJKvsAm","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"JbvHP9GFMd9","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"JduDBFvSkJI","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Kariba District"
"jdwUJNG2RZj","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"Je9vzyI6Zx0","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Rushinga District"
"jeG6aR2JPR9","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"jeGBzfmKlQl","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Lupane District"
"JEzvI2oYG1E","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Harare Central Hospitals"
"Jf06hGdTGOt","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"jfdUmzkRqSN","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"JFNNch7ZJVN","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"jGH2r8SpBR1","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"jGhCZBhqxS0","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"jGkmO5h4ULY","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"jH46ybtyEXK","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"JHGXfAqaDN6","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Chitungwiza District"
"JhOE2PlU286","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"JHsFbuEH5j9","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"JI5VUIfVM9X","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"JIMqCEwBKen","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"JIw5Wb3mAJZ","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"JIzhTeFo39E","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"Jj8DNk112jl","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"jjDh5hjk7jD","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"JJQhG6vfVHq","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"jJwUY0INn4w","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"JK0aFYdJY9x","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"JKa3ZBAdM6k","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"jkdHKf3rDMq","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"jkKXdHWUIPR","Zimbabwe Ministry of Health","mi Midlands Province","mi Chirumhanzu District"
"jL9rTOt4KD3","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"jLG7jgKTHcq","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"JlS9FkKe7Im","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"jlVfnFAU0q4","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"JmPNa09jErl","Zimbabwe Ministry of Health","me Mashonaland East Province","me Hwedza District"
"jmQaIMZ8F8q","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"jmqpBkcYVsh","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"jmTD5BKoUrp","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Nkulumane District"
"jmTEvTyxeX8","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"JMz01Ql0U1E","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Kariba District"
"jNap2n4Fp0y","Zimbabwe Ministry of Health","me Mashonaland East Province","me Goromonzi District"
"Jo89evshx8A","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"JOfStEUt5e3","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"JoM7M4QcSPy","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"jOpC2qi2X6j","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"JOtTKeBqxSg","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"Jp6UwiCCNTp","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mount Darwin District"
"Jp9ioSJg6yG","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"jpEG9V6xrYP","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"JPrIllfTMuc","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Emakhandeni District"
"Jq5dgrwimIf","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"jq5ZU3Veftn","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"jqirYc5fbgN","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"jQkd7s1bI5s","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"Jr8if0re3nm","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"jrAWsWWp3Kw","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"jRiHpNfGlM7","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Shamva District"
"jSLNp76dXAv","Zimbabwe Ministry of Health","me Mashonaland East Province","me Uzumba Maramba Pfungwe District"
"JT4xbWNaj7X","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"jTCANAwYpUA","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Insiza District"
"JUDZoAkUMWG","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"JUuZbcHORmk","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"jVf7kkzhQsT","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"jvPwK9jlFjR","Zimbabwe Ministry of Health","me Mashonaland East Province","me Hwedza District"
"jVyXHNCfMIe","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"JW2LQmwyzs4","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"JW60FzjZUJu","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Matobo District"
"JwS4TMDb4Os","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Nkayi District"
"JxGGdcBF1lo","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"JxITOVaPFT1","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"JZDuWkfX1Qn","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"jzfLFCxGotp","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"jzGuPbMDQnJ","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"jzgwLUykfok","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Shamva District"
"jZGy677dnfU","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"jZT88S28eSb","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"JZXjde8nGqB","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Rushinga District"
"K1kK9fDmd7v","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"k2TRaRVvJhP","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"K318vCZzdP2","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"k3G1VjfRUGu","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"k3KMG4tehcq","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"K3ntSeDRPaA","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"K3sZQy1lB4j","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"k3WWP75e1kW","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"k4plSoMGa0V","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"k76hQQ8JVrb","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Lupane District"
"K7Ux7y386nC","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"K7zbR9jRGTu","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"K84eutOBGqf","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"K8JHQUQfuae","Zimbabwe Ministry of Health","me Mashonaland East Province","me Seke District"
"K8kVjbJUQEO","Zimbabwe Ministry of Health","mi Midlands Province","mi Chirumhanzu District"
"k9LxvErzpF5","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"k9yADC6aqD8","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"k9ZNxyUdCX2","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"kaAL5xR3qTZ","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"kB4ozXFSMzb","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Epworth"
"KbXhBIthsOo","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"KBygsFhy7Xa","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"Kcm1LN2oBWI","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Mangwe District"
"KCoiJP3W8Wn","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Centenary District"
"kcSDI2qlspj","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"KCZ5VpGQhPY","Zimbabwe Ministry of Health","me Mashonaland East Province","me Goromonzi District"
"KDF86JWL9kr","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"kDHBO9DwrmJ","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"kdjqcumgZK9","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"KDRm4HCFdj9","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"KDtapVKZRH9","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"kDv1D2Ehf98","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Umzingwane District"
"Ke41sFmXKAd","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Tsholotsho District"
"kebWUmGSpPD","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"KeLV8bcn1fy","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"kFuR3hm66ZI","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"KgdDAT9pMWE","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"KGJq2YsjAIi","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Ruwa"
"KgmA6MdMtFY","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"KgNJGQWmfDB","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"kgRU1GGqgRh","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"Kh56DPDy4zy","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"kh6ns6DZgxB","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Matobo District"
"kh7nxvSaNtx","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"khsYWpCvLLQ","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"khYpE0OD9sA","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"Kj83rFr3Q4P","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"KJd1P67fZtb","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"KkRJZlMtmZz","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Bubi District"
"klEB2HlYhmz","Zimbabwe Ministry of Health","mi Midlands Province","mi Chirumhanzu District"
"KlF4lvdXsZh","Zimbabwe Ministry of Health","me Mashonaland East Province","me Hwedza District"
"klKzBRhEkqX","Zimbabwe Ministry of Health","me Mashonaland East Province","me Uzumba Maramba Pfungwe District"
"KMaCVxvbxWd","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"kmamm2DHAkx","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"KMhDzcwtcEi","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"kMKIwh4EQPi","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"KmWToafuNOC","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"kmX3rzzOBG5","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"kN7DcESNWZp","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"knbHzoPnrww","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"knjK07tin6v","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"Knr1EHQbGwh","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"KnvPyJl7vp5","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"knWOPLAfcgs","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Matobo District"
"KoIw7LDGj9f","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"KPkANbubddY","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"KQ8U5Cg3AUa","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Insiza District"
"KQdieLA5gzG","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"KQEXKvkcdGd","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"kQYOhNfF8V7","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Nkulumane District"
"KrcWT2YvrTQ","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
