micsanc1,sourceanc1,micsanc4,sourceanc4,micsbcg,sourcebcg,micsdelivery,sourcedelivery,micsfp,sourcefp,micsimr,sourceimr,micsnmr,sourcenmr,micspenta1,sourcepenta1,micspenta3,sourcepenta3,micspnc1,sourcepnc1,micsstill,sourcestill,year,x,country,source_file,anc1volume,anc4volume,deliveryvolume,opdvolume,pnc1volume,fp_oralvolume,anc1mics,anc4mics,bcgmics,deliverymics,fpmics,penta3mics,anc1dhs,anc4dhs,bcgdhs,deliverydhs,fpdhs,penta3dhs,dhis_livebirth,anc4hmis,deliveryhmis,wppCBR,wppIMR,wppModernUsers,wppU5MR,wpplivebirth,wppmCPR,wpptotpop,wpptotu1pop,wpptotu5pop,wppwomenrepage,iso3,IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value,indicatortype,source,province,coverage,denominator_source,datasource,change,years,group,lastsource
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,cov,Nugaal Region,60.965572357177734,anc1,,-1.5144272,5.0,3432.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,volIM,Nugaal Region,12482.999912261963,anc1,,-1447.0,5.0,3432.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Nugaal Region,187545.55541992188,,,-24753.344,5.0,3433.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Nugaal Region,188557.00091552734,,,-24753.344,5.0,3433.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Nugaal Region,214541.88507080078,,,-24753.344,5.0,3433.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Nugaal Region,242917.24893188477,,,-24753.344,5.0,3433.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Nugaal Region,261091.1286315918,,,-24753.344,5.0,3433.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Nugaal Region,162792.21444702148,,,-24753.344,5.0,3433.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNC1,volIM,Nugaal Region,6440.027772903442,,,10478.674,5.0,3434.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNC1,volIM,Nugaal Region,10572.193784713745,,,10478.674,5.0,3434.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNC1,volIM,Nugaal Region,14705.545485496521,,,10478.674,5.0,3434.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNC1,volIM,Nugaal Region,15659.49993133545,,,10478.674,5.0,3434.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNC1,volIM,Nugaal Region,24922.98803138733,,,10478.674,5.0,3434.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNC1,volIM,Nugaal Region,16918.701473236084,,,10478.674,5.0,3434.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,volIM,Nugaal Region,19446.000045776367,anc1,,-1055.0,5.0,3435.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,cov,Nugaal Region,90.58264923095703,anc1,,2.6989288,5.0,3435.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,volIM,Nugaal Region,21349.694450378418,anc1,,-1055.0,5.0,3435.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,cov,Nugaal Region,95.63388061523438,anc1,,2.6989288,5.0,3435.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,volIM,Nugaal Region,22556.99987411499,anc1,,-1055.0,5.0,3435.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,cov,Nugaal Region,80.81599426269531,anc1,,2.6989288,5.0,3435.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,volIM,Nugaal Region,24625.500034332275,anc1,,-1055.0,5.0,3435.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,cov,Nugaal Region,84.99227905273438,anc1,,2.6989288,5.0,3435.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,volIM,Nugaal Region,28400.506454467773,anc1,,-1055.0,5.0,3435.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,cov,Nugaal Region,97.49674987792969,anc1,,2.6989288,5.0,3435.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,volIM,Nugaal Region,18391.000064849854,anc1,,-1055.0,5.0,3435.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,cov,Nugaal Region,93.28157806396484,anc1,,2.6989288,5.0,3435.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,cov,Nugaal Region,80.68508911132812,anc1,,3.863968,5.0,3436.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,volIM,Nugaal Region,17321.22218322754,anc1,,-651.8887,5.0,3436.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,cov,Nugaal Region,89.43687438964844,anc1,,3.863968,5.0,3436.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,volIM,Nugaal Region,19966.249977111816,anc1,,-651.8887,5.0,3436.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,cov,Nugaal Region,75.93987274169922,anc1,,3.863968,5.0,3436.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,volIM,Nugaal Region,21195.999923706055,anc1,,-651.8887,5.0,3436.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,cov,Nugaal Region,78.82322692871094,anc1,,3.863968,5.0,3436.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,volIM,Nugaal Region,22838.090938568115,anc1,,-651.8887,5.0,3436.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,volIM,Nugaal Region,24288.766600608826,anc1,,-651.8887,5.0,3436.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,cov,Nugaal Region,83.38146209716797,anc1,,3.863968,5.0,3436.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,cov,Nugaal Region,84.54905700683594,anc1,,3.863968,5.0,3436.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,volIM,Nugaal Region,16669.333477020264,anc1,,-651.8887,5.0,3436.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Sanaag Region,6171.00001335144,delivery,,-546.0,5.0,3437.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Sanaag Region,92.68102264404297,delivery,,-15.303085,5.0,3437.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Sanaag Region,8468.999988555908,delivery,,-546.0,5.0,3437.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Sanaag Region,120.78241729736328,delivery,,-15.303085,5.0,3437.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Sanaag Region,102.4411392211914,delivery,,-15.303085,5.0,3437.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Sanaag Region,8837.99998664856,delivery,,-546.0,5.0,3437.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Sanaag Region,8515.000003814697,delivery,,-546.0,5.0,3437.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Sanaag Region,86.79905700683594,delivery,,-15.303085,5.0,3437.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Sanaag Region,7960.666667938232,delivery,,-546.0,5.0,3437.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Sanaag Region,74.9693832397461,delivery,,-15.303085,5.0,3437.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Sanaag Region,77.37793731689453,delivery,,-15.303085,5.0,3437.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Sanaag Region,5624.9999923706055,delivery,,-546.0,5.0,3437.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,volIM,Sanaag Region,3189.9999809265137,delivery,,-1538.0,5.0,3438.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,cov,Sanaag Region,47.909976959228516,delivery,,-25.184937,5.0,3438.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,cov,Sanaag Region,61.42755889892578,delivery,,-25.184937,5.0,3438.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,volIM,Sanaag Region,4307.16669178009,delivery,,-1538.0,5.0,3438.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,volIM,Sanaag Region,4467.999988555908,delivery,,-1538.0,5.0,3438.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,cov,Sanaag Region,51.78852462768555,delivery,,-25.184937,5.0,3438.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,cov,Sanaag Region,46.93163299560547,delivery,,-25.184937,5.0,3438.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,volIM,Sanaag Region,4603.999995231628,delivery,,-1538.0,5.0,3438.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,cov,Sanaag Region,33.00825119018555,delivery,,-25.184937,5.0,3438.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,volIM,Sanaag Region,3504.9999742507935,delivery,,-1538.0,5.0,3438.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,volIM,Sanaag Region,1652.0000085830688,delivery,,-1538.0,5.0,3438.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,cov,Sanaag Region,22.725040435791016,delivery,,-25.184937,5.0,3438.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,cov,Sanaag Region,56.83687973022461,anc1,,17.129177,5.0,3439.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,volIM,Sanaag Region,4834.49998664856,anc1,,900.3335,5.0,3439.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,volIM,Sanaag Region,7113.000024795532,anc1,,900.3335,5.0,3439.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,cov,Sanaag Region,60.933326721191406,anc1,,17.129177,5.0,3439.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,volIM,Sanaag Region,9929.999996185303,anc1,,900.3335,5.0,3439.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,cov,Sanaag Region,81.51348114013672,anc1,,17.129177,5.0,3439.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,volIM,Sanaag Region,9574.000022888184,anc1,,900.3335,5.0,3439.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,cov,Sanaag Region,81.57234954833984,anc1,,17.129177,5.0,3439.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,volIM,Sanaag Region,10865.333330154419,anc1,,900.3335,5.0,3439.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,cov,Sanaag Region,99.02111053466797,anc1,,17.129177,5.0,3439.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,cov,Sanaag Region,73.96605682373047,anc1,,17.129177,5.0,3439.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,volIM,Sanaag Region,5734.833347320557,anc1,,900.3335,5.0,3439.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,volIM,Sanaag Region,4520.9999923706055,anc1,,415.0,5.0,3440.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,cov,Sanaag Region,53.15121078491211,anc1,,10.511749,5.0,3440.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,volIM,Sanaag Region,4761.000005722046,anc1,,415.0,5.0,3440.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,cov,Sanaag Region,40.78498077392578,anc1,,10.511749,5.0,3440.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,cov,Sanaag Region,48.08720779418945,anc1,,10.511749,5.0,3440.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,volIM,Sanaag Region,5857.999998092651,anc1,,415.0,5.0,3440.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,volIM,Sanaag Region,6660.999980926514,anc1,,415.0,5.0,3440.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,cov,Sanaag Region,56.753021240234375,anc1,,10.511749,5.0,3440.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,cov,Sanaag Region,65.70826721191406,anc1,,10.511749,5.0,3440.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,volIM,Sanaag Region,7210.0000286102295,anc1,,415.0,5.0,3440.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,volIM,Sanaag Region,4936.0,anc1,,415.0,5.0,3440.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,cov,Sanaag Region,63.662960052490234,anc1,,10.511749,5.0,3440.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Sanaag Region,75802.10009765625,,,-9252.102,5.0,3441.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Sanaag Region,118459.19989013672,,,-9252.102,5.0,3441.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Sanaag Region,121792.66592407227,,,-9252.102,5.0,3441.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Sanaag Region,130695.50036621094,,,-9252.102,5.0,3441.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Sanaag Region,98659.9994506836,,,-9252.102,5.0,3441.0,
